feature,importance
delivery_delay_days,0.30558189842819256
late_days_positive,0.2644584173476558
delivered_late,0.14276164835266147
delivery_days,0.07785618733512287
n_items,0.06567799308889528
n_sellers,0.04392634856755438
log_freight,0.034106210663857724
freight_share,0.019777809143764508
log_revenue,0.01921143995919545
estimated_delivery_days,0.019147811263182657
max_installments,0.007494235849917358
