customer_state,main_category,orders
SP,diapers_and_hygiene,19
SP,drinks,167
SP,dvds_blu_ray,21
SP,electronics,937
SP,fashio_female_clothing,20
SP,fashion_bags_accessories,778
SP,fashion_childrens_clothes,3
SP,fashion_male_clothing,49
SP,fashion_shoes,83
SP,fashion_sport,11
SP,fashion_underwear_beach,54
SP,fixed_telephony,97
SP,flowers,9
SP,food,245
SP,food_drink,110
SP,furniture_bedroom,42
SP,furniture_decor,2684
SP,furniture_living_room,155
SP,furniture_mattress_and_upholstery,22
SP,garden_tools,1255
SP,health_beauty,3774
SP,home_appliances,345
SP,home_appliances_2,87
SP,home_comfort_2,11
SP,home_confort,164
SP,home_construction,197
SP,housewares,2754
SP,industry_commerce_and_business,114
SP,kitchen_dining_laundry_garden_furniture,121
SP,la_cuisine,4
SP,luggage_accessories,418
SP,market_place,100
SP,music,11
SP,musical_instruments,250
SP,office_furniture,504
SP,party_supplies,17
SP,pc_gamer,3
SP,perfumery,1357
SP,pet_shop,765
SP,portateis_cozinha_e_preparadores_de_alimentos,7
SP,signaling_and_security,65
SP,small_appliances,278
SP,small_appliances_home_oven_and_coffee,34
SP,sports_leisure,3275
SP,stationery,972
SP,tablets_printing_image,29
SP,telephony,1509
SP,toys,1587
SP,watches_gifts,2121
TO,audio,1
TO,auto,16
TO,baby,7
TO,bed_bath_table,9
TO,books_general_interest,1
TO,books_technical,2
TO,computers,1
TO,computers_accessories,19
TO,consoles_games,3
TO,construction_tools_lights,1
TO,cool_stuff,16
TO,electronics,6
TO,fashion_bags_accessories,6
TO,fashion_shoes,1
TO,fixed_telephony,2
TO,furniture_decor,14
TO,furniture_living_room,2
TO,garden_tools,8
TO,health_beauty,29
TO,home_appliances,1
TO,home_appliances_2,3
TO,home_confort,1
TO,home_construction,1
TO,housewares,12
TO,industry_commerce_and_business,1
TO,kitchen_dining_laundry_garden_furniture,1
TO,luggage_accessories,2
TO,market_place,1
TO,musical_instruments,1
TO,office_furniture,5
TO,perfumery,12
TO,pet_shop,4
TO,small_appliances_home_oven_and_coffee,1
TO,sports_leisure,23
TO,stationery,3
TO,telephony,20
TO,toys,12
TO,watches_gifts,27
