feature,importance
state_order_volume,0.5122607799483816
purchase_month_num,0.2183508200855595
log_freight,0.1471519440615022
freight_share,0.03186487581999293
log_revenue,0.030476179293885103
category_order_volume,0.025231130298903455
purchase_dayofweek,0.01465130676706398
max_installments,0.011088947067283597
n_items,0.0075957101844513885
n_products,0.0010216781245657607
n_sellers,0.0003066283484104153
